text,label
what is the number of remaining rewards points on my chase card,8
i need to find out the rewards points i have left on my american express card,8
what is the amount of rewards points on my visa card,8
do you know how many rewards points are currently on my discover card,8
does my mastercard have any rewards points remaining,8
put my points up for master card,8
figure out my reward points for discovery card,8
add all of my points for my current discover card,8
calculate my points for visa,8
add up my reward points for master card,8
what the current balance of reward points on my mastercard,8
what's my reward balance on my amex card,8
how do i get my rewards balance on my diner's club card,8
how many reward points does my discover card have,8
tell me how to check rewards on my american express card,8
how do i look up my credit score,9
please look up my credit score,9
can you figure out how to find my credit score,9
are you able to lookup my credit rating,9
how can i find my credit rating,9
where can i check my credit rating,9
say my credit score,9
give me my credit score,9
i want my credit score,9
inform me of my credit score,9
clue me in on my credit score,9
provide me with my credit score,9
my credit score is,9
i need my credit score,9
find my credit score for me,9
what is my credit score,9
please get my credit score,9
can you find my credit score,9
i'd like to know what my credit rating is,9
please tell me my credit rating,9
what in the world is my credit rating,9
my credit score is what,9
tell me my credit score please,9
can you tell me my credit score,9
find my credit score and tell it to me,9
get my credit score,9
what is my exact credit score,9
how good is my credit score,9
what's my credit score rating,9
what kind of credit score do i have,9
"if i want my credit score, how do i find it",9
how do i find information about my credit score,9
what is the process of finding my credit score,9
how do i get my credit score,9
how do i locate my current credit score,9
where is my credit score,9
how do i see my credit score,9
how exactly do i find my credit score,9
how do i locate my credit score,9
how do i find out what my credit score is,9
i really wanna know my credit score,9
i wish to know my credit rating,9
let me understand my credit rating,9
i wanna know my credit rating now,9
i gotta know my credit score,9
tell me my credit rating,9
i would love to know my credit score,9
i wish to know my credit score,9
i wanna know my credit score,9
tell me what my credit rating is,9
can you provide me my credit score,9
i'd like the number for my credit score,9
tell me my credit score,9
verify with me my credit score,9
can you help me find my credit score,9
would you tell me my credit score,9
how do i find my credit score,9
will you tell me my credit score,9
do you know my credit score,9
how to see my credit score,9
can i see my credit score,9
hows my credit score,9
websites that share credit ratings,9
what's my credit rating,9
how do i find out my credit rating,9
how to locate my credit score,9
where is my credit score located,9
where can i find my credit score,9
find my credit score,9
tell me the steps to getting my credit score,9
help me locate my credit score,9
lets look up my credit score,9
i would like to look up my credit score please,9
i want to find out what my credit score is,9
help me find my credit score,9
what is my fica score,9
can you reveal my credit score,9
how is my credit score rated,9
any idea what my credit score is,9
show me my credit score please,9
let me know what my credit score is,9
is my credit score high,9
i am trying to find my credit score,9
show me my credit score,9
how does my credit score look,9
is my credit report low,9
whats my credit rating,9
what is my current credit score,9
where can i check my credit score,9
where can i see my credit score,9
how can i find out my credit score,9
inform me of my current credit rating,9
please notify me of my credit rating,9
i would like to be told about my credit rating,9
can you tell me about my credit rating,9
tell me my current credit rating,9
what is the number of my credit score,9
what's my credit score,9
let me know my credit score,9
how is my credit score,9
how can i apply for a discover card,10
can i apply for a discover card,10
how do applications for discover cards work,10
is this how i apply for a discover card,10
what does it take to get a new card,10
how do i sign up for a new credit card,10
can i complete an application for a new credit card,10
is it possible to get a new credit card,10
please show me how to apply for a visa card,10
i need to apply for a visa card,10
i need to know how to apply for a visa card,10
tell me how to apply for a visa card,10
what is the process to apply for a visa card,10
show me how to apply for a visa card,10
can you let me know the info on how to apply for a visa card,10
"visa card, i want to apply",10
show me the application for a visa card,10
how do i get a new credit card sent to me,10
can you send me a new credit card please mine is getting old and unusable,10
can you apply for idaho independent card for me,10
please apply cc visa card for me,10
apply for a kbc card for me,10
i want to apply for a alphabank card,10
i would like to apply for a bank of america travel rewards credit card,10
i need to apply for a new credit card,10
i wanna apply for a new credit card,10
i got to apply for a new credit card,10
i wanna apply for a bank of america travel rewards credit card,10
i need to apply for a bank of america travel rewards credit card,10
i desire to apply for a bank of america travel rewards credit card,10
apply for a bank of america travel rewards credit card,10
i must apply for a new credit card,10
i gotta apply for a new credit card,10
i would like to apply for a master card,10
i would like to apply for a green card,10
i would like to apply for a visa card,10
i would like to apply for a credit card,10
i would like to apply for a discover card,10
what's the procedure to apply for a new credit card,10
how can i get a new credit card,10
direct me to the application for a new credit card,10
apply for an american express card,10
can you tell me if i might be able to apply for a new credit card,10
might i be able to apply for a new credit card,10
can you help me apply for a visa card,10
i want to apply for a discover card,10
am i eligible for a new credit card application,10
is it possible to apply for a new credit card,10
i think i'd like to apply for an amex,10
am i able to apply for a new credit card,10
application for a mastercard,10
can i get a new card,10
i would like to apply for a new card,10
can i maybe apply for a new card,10
can i please get a new card,10
can i get a brand new card please,10
list the steps for applying for an american express card,10
what's the process for getting an american express card,10
what do i need to do to get an american express card,10
help me get an american express card,10
help me apply for an american express card,10
i am hoping to apply for an amex card,10
i want to find a new credit card to sign up for,10
how do i apply for a barclay's card,10
walk me through the process of applying for an american express card,10
i need help figuring out a new credit card to get,10
i am interested in applying for a visa card,10
i am interested in acquiring a new credit card,10
i want to apply for a mastercard,10
walk me through applying for a visa card,10
i want to submit an application for a barclay's card,10
can you help me sign up for a new credit card,10
i need to know how to apply for a mastercard,10
i intend to apply for an american express card,10
tell me how to apply for an american express card,10
i feel like it is time for me to sign up for a new credit card,10
how to apply for platinum card,10
"i would like to apply for a air canada card visa, can you help me",10
please help me apply for a silver card,10
tell me the process of applying for a apollo card,10
can you tell me how to apply for a western card,10
how can i apply for a visa card,10
"how can i apply for a visa card, please",10
"how do i apply for a visa card, please",10
"how can i apply for a mastercard, please",10
what if you need to obtain a new credit card,10
what if you want to obtain a new credit card,10
what if you want a new credit card,10
what if you need to get a new credit card,10
show me how i can get a new credit card,10
can you help me find out how to get a new credit card,10
how do i get a new credit card,10
can you help me get a new credit card,10
what is the process i need to follow to get a new credit card,10
may i apply for a new credit card,10
how do i go about applying for a new credit card,10
i would like to apply for a new credit card,10
could you please let me apply for a new credit card,10
is it possible to apply for a visa card,10
hey what do i do to apply for a visa card,10
immediately the credit card company must be told that i lost my card from them,11
i lost my debit card and need it reported as lost,11
i can't seem to find my gold card and want it reported as lost,11
i lost my chase bank card and want it labeled as lost,11
can you report my td bank card as lost,11
i misplaced my visa and need it marked as lost,11
what do i do if my visa card got stolen,11
what should i do when my visa card is stolen,11
my visa card was stolen,11
my visa card got stolen,11
i think my visa card was stolen,11
my visa has been stolen by someone,11
someone stole my mastercade,11
my visa was stolen,11
my american express card needs to be reported as stolen,11
my discover card has been stolen,11
report lost card to discover company,11
report discover card as lost,11
how do i report a lost discover credit card,11
where to report lost discover credit card,11
report lost card,11
report a lost card here,11
please report my stolen card,11
"could you please help me, my card has been stolen and i need to report it",11
"my credit card has been stolen, please report it",11
"oh no, report my card, it's stolen",11
i would like to have my card reported as stolen,11
i need to report a card that's been lost but i dont know how,11
how can i report a card that has been lost,11
file a report for a lost american express card,11
help me report my lost mastercard,11
"i lost my card, how should i report that",11
what should i do if my card is lost,11
report my lost visa card,11
i lost my amex and need to report it,11
i have to report a lost visa card,11
walk me through the process of reporting a lost card,11
what can i do if my card is lost,11
my card is lost what do i do,11
my card is lost how do i report it,11
what must i do to report my card lost,11
can you help me report my lost card please,11
my card is lost please report it,11
i need to report that my card has been lost,11
i want you to repord my card as lost,11
"i lost my card, what do i do",11
i need to report that my card is lost,11
i need to replace my lost card,11
what do i do if i lost my card,11
how do i report a lost card,11
someone stole my discover card,11
my american saving bank was stolen,11
someone stole my discover credit card,11
someone stole my capital one credit card,11
my capital one credit card was stolen,11
my card is to be reported stolen,11
my stolen card needs to be reported,11
i need to report my stolen card,11
i have to report my card as stolen,11
i am obliged to report my stolen card,11
"i need to report my card as stolen, please",11
"i can't find my mastercard and i want to report it as lost, please",11
i can't find my visa card and i want to report it as lost,11
i can't find my mastercard and i want to report it as lost,11
i would like to report my card as stolen,11
"i can't find my visa card and i want to report it as lost, please",11
i'd like to report my card as stolen,11
"i'd like to report my card as stolen, please",11
"i can't locate my mastercard and i want to report it as lost, please",11
"i would like to report my card as stolen, please",11
"i need to report a stolen card, please",11
i think my card is stolen and needs to be reported,11
i would like to report a stolen card,11
"is there anyway, i can report my card being stolen",11
"my card is stolen, i need to report it",11
my new debit card is lost and i need to report it,11
my bronze card is missing i would like to report it as lost,11
i lost my purple credit card and need to report it,11
i lost my silicon valley card,11
i lost my commerce card and need to report it as lost,11
someone stole my card,11
i need help since someone stole my card,11
my credit card was stolen,11
i need to report credit card theft,11
who do i report card theft to,11
i want to report my card as lost,11
i need to report a lost card,11
what do i do to report a lost card,11
how do i report my lost card,11
help me report a lost card,11
can you report my lost discover card,11
report my card as lost,11
i lost my card how do i report it,11
"i lost my discover card, i want to report it",11
i want to report my discover card as lost,11
"i can't find my discover card, how do i report it",11
i can't find my credit card and i want to report it as lost,11
i can't find my insurance card and i want to report it as lost,11
i can't find my student id card and i want to report it as lost,11
"i need to report my card as stolen, who do i tell",11
let my credit card company know that my card split in half,12
how do you report a burned debit card,12
"my card split in half, how do i report it",12
report my burned card to the company,12
what do i say when i report a split credit card,12
my card was damaged by my cat; can i report that,12
i dropped my card in my gasoline and the printing wore off,12
i need to report that my dog chewed up my card,12
it seems i can't use my card since it has been damaged,12
"unfortunately, my card is damaged and unusable",12
what should i do with an unusable and damaged card,12
my card is unusable because it's damaged,12
i cracked my card and need a replacement,12
my card got melted and i need to report it,12
"my card got melted and i need to report it, please",12
"my card got melted in the dryer and i need to report it, please",12
my card got damaged and i need to report it,12
"my card got damaged and i need to report it, please",12
my card is damaged so i can not use it,12
report the card has been damaged,12
"i can not use my card, it is damaged",12
"the card is torn, let's report it",12
report that the card has been wrecked,12
my card is damaged and no longer function,12
my card is damaged and unusable,12
"my card is wrecked, let's report it",12
report the card has been torn,12
i can not use my card since it is damaged,12
i need to report a bent card,12
"my card split in half, can i report it",12
"i cracked my card, order a new one",12
report that i split my card,12
please make a report that my card is split,12
"the magnetic strip on my card is scratched, let the card company know",12
"i cut up the wrong card, please contact the bank and let them know",12
"i creased my card today, contact the bank",12
"my card is cracked, please tell the card company",12
"the dog chewed up my card, will you find out what it takes to get a replacement",12
the plastic numbers on my card are falling off,12
corner of my credit card is chipped off,12
my card got snapped in half,12
my card is too scratched and won't read correctly,12
the sticker on my card is peeling off,12
i can't use my card because it is broken,12
my broken card won't work,12
i can't use my damaged card,12
my damage card is not working,12
my damage card will not work,12
i don't know who to notify that i ran my credit card over with the lawn mower,12
i ran my credit card over with the lawn mower and need to replace it,12
i need to replace my credit card because i ran it over with the lawn mower,12
my card is partially damaged how do i report this,12
my card is not working and i need to let them know,12
my card broke in half and i need to report this,12
the chip on my card is damaged and i need a new one,12
my card's magnetic strip is not working and i want to notify them,12
my card has a deep crease through the middle so i would like to report it,12
how do i report my card if it got cut in half,12
my card is cracked and i want to report it,12
my card is too scratched up and i need to report it,12
i need to report my bent card,12
report to the company that i damaged my card,12
call the card company and ask them to replace my card,12
i damaged the card; can you replace the card,12
i demagnetized my card and want to report it,12
i want to report a broken card,12
"my phone was too close to my card and demagnetized it, how can i report this",12
my card has been erased and i need to report it,12
"i need a report form for my damaged, demagnetized card",12
how to report bent credit card,12
i can't use my broken card,12
i broke my card,12
how to tell the company that my credit card melted,12
my card is broken,12
my card isn't working,12
who do i report to if my credit card snaps,12
"i accidentally bent my card, what do i do",12
my card doesn't work anymore,12
how do i report a melted credit card,12
"my card needs replaced, i accidentally scraped it",12
"i'd like to report my card as damaged, it's bent",12
"i bent my card, can you report it to my bank",12
"my card got scratched badly, can you tell my bank to send a replacement",12
"my card snapped, can you tell my bank to send a replacement",12
i accidentally put my credit card in the shredder,12
my credit card fell out of my back pocket and got flushed down the toilet,12
my credit card snapped in half while i was fiddling with it,12
my dog ate my credit card and ruined it,12
i was using my credit card as a cutting board and accidentally sliced it in half,12
can you assist me with reporting that the atm nicked my card,12
i need to report a new card please the atm hurt mine,12
how report that scratched my card,12
the atm chewed up my card can i get a new one,12
"an atm ate my card, how do i report it",12
my card fell out of my wallet and i ran over it so it does not work,12
my card fell in the toilet and now the chip does not work,12
the magnetic strip on my card is scratched up pretty badly from overuse can i get a new one,12
i need a new card because my dog chewed on it and now it does not work,12
i want to report my damaged card i accidentally cut it up thinking it was my expired card,12
i cracked my rewards card can i get a different one,12
when should i pay my bill by,13
when is my car insurance due,13
when's the gas bill due,13
when do i pay the utilities,13
do i pay my rent this week,13
i need to know when i must pay my car bill,13
how much is my water bill,13
is my bill due this week,13
how much time left to pay my bill,13
what day is my car insurance due,13
when's the electric bill due,13
when's the next phone bill,13
when is my next car payment,13
when is too late to pay my cable bill,13
can you alert me when my phone bill is due,13
on what day do i pay my car payment,13
how can i know when my cable bill is due,13
what day do i have to pay for my capital one card,13
how long do i have left to pay for my chase credit card,13
what is the due date of my att bill,13
when is my xfinity bill due,13
how many more days before my verizon bill is due,13
i cant remember when my bill is due,13
what is the due date of my bill,13
what day is my bill due,13
when is my bill due,13
tell me when my bill will be due,13
how do i locate when my gas bill is do,13
i would like to know my electric bills date it needs to be payed,13
i need to know where to locate when my gas bill is due,13
can you tell me when my electric bill is due,13
i need to know the due date for my credit card,13
where should i look for when my gas bill is due,13
can you tell me the date my credit card is due,13
i'd like to find the date that my gas bill is due,13
how do i know when to pay my gas bill,13
when do i have to pay my water bill by,13
when do i have to pay my electric bill by,13
when do i have to pay my internet bill by,13
when do i have to pay my gas bill by,13
tell me when i have to pay my bill,13
what date do i have to pay my bill,13
give me the date my bill is due,13
on what day do i have to pay my nordstrom bill,13
when is my chase visa due,13
when do i need to pay my annual payment for auto insurance,13
what is the exact due date for my mortgage payment,13
what is the due date for my metronorth monthy pass,13
can you tell me when my peco energy bill is due this month,13
please find the exact payment due date for my sprint phone bill,13
what is the due date on my xfinity internet bill for february,13
what is the latest date that i can pay my direct tv bill this month,13
i need the new due date for my pgw gas bill,13
what time do i have to pay z bill,13
whats the due date for z bill,13
how soon before my catering bill is due,13
how long before my lawn guy bill's due,13
when's my heater bill due,13
what date is my water bill due,13
whats the deadline for amex payment,13
when is my visa due,13
when is visa due,13
do you know when i need to pay my mastercard,13
what's the due date for my american express payment,13
when is my mortgage payment due,13
what's the due date for the credit card,13
when's the next time i have to pay the insurance,13
how long do i have to pay the gas bill,13
when's the rent due,13
when does the car payment come due,13
when does the electric bill up,13
how do i check when my mortgage is next up for payment,13
when do i owe the state payment for my car tags,13
when do i owe the rent,13
do i need to pay my credit card bill already,13
do you know when my next electric bill is due,13
where do i find information on when the water bill is due,13
how do i ascertain when my next insurance payment will be,13
what do i do to check when my next credit card payment is,13
when do i need to pay my at&t bill,13
what is the due date of my at&t bill,13
is my at&t bill do soon,13
when is my at&t bill due,13
what date is my at&t bill due,13
when's the ac bill due,13
what day is the z bill due,13
what's the due date for the renting bill,13
i want to know when a bill is due,13
what day is the bill due,13
i would like to know when the bill is due,13
what is the due date for a bill,13
when is the bill due,13
how do i find when my water bill needs to be paid,13
when is my water bill due,13
how do i find when my cable bill is due,13
when is my electric bill due,13
when do i need to pay the water bil,13
how do i find when my medical bill is due,13
when do i need to pay the cable bill,13
how do i find when my electric bill is due,13
how many pesos can i get for one dollar,14
what is the current going rate for exchanging dollars for pesos,14
tell me the exchange rate between dollars and pesos,14
let me know what the exchange rate between dollars and pesos is,14
what's the exchange rate between dollars and pesos,14
whats dollars won in 15,14
what's dollars yen in 10,14
whats pesos australian dollars in 20,14
whats rupees dollars in 30,14
whats euros kroner in 25,14
how many lira can i get for 250 dollars,14
what is the exchange rate in pesos for 100 dollars,14
how many dollars can i exchange for 25 euros,14
how many dollars can i exchange for 75 euros,14
what is the equal number of dollars i can exchange for 50 pesos,14
tell me the exchange rate between rubles and dollars,14
i wanna know five dollars in yen and rubles,14
what's the currency conversion between rubles and yen,14
how many dollars can i exchange for 10 yen,14
i wanna know the exchange rate between yen and dollars,14
how many dollars can i exchange for 10000 rubles,14
what is 5 in yen and rubles,14
how many dollars can i exchange for 5000 rubles,14
i need to know five dollars in yen and rubles,14
how many dollars can i exchange for 10000 yen,14
i gotta know the exchange rate between yen and rubles,14
what's the currency conversion between rubles and dollars,14
what's the currency conversion between usd and yen,14
what's the currency conversion between usd and pounds,14
i would love to know the exchange rate between rubles and pounds,14
tell me five dollars in yen and rubles,14
i must know five dollars in yen and rubles,14
let me know the exchange rate between dollars and rubles,14
how many dollars can i exchange for 100000 yen,14
what's the currency conversion between rubles and pounds,14
what is the exchange rate between usd and british pounds,14
usd to yen is what right now,14
what is the exchange rate between british pounds and yen,14
usd to the euro exchanges at what right now,14
what is the exchange rate between usd and the euro,14
how much can i expect to receive if i trade in 6 yens,14
what is the amount of dollars i get if i trade in 6 yens,14
what is the maximum dollars i can get for 6 yens,14
what is the quantity of dollars i receive for trading 6 yens,14
how much dollars do i receive if i trade in 6 yens,14
how many pesos in one dollar us,14
how much is twenty pounds sterling in us dollars,14
what is the the exchange rate for us dollars to euros,14
can you tell me the exchange rate for yen to euros,14
what is the exchange rate from pounds sterling to us dollars,14
how many pesos equals 500 dollars,14
tell me how many pesos equal 500 dollars,14
what is the conversion for 500 dollars to pesos,14
how much is 500 dollars in pesos,14
500 dollars equals what in pesos,14
how does 10 pounds convert to euros,14
how many canadian dollars can i get for 5 us dollars,14
how many euros can i exchange for 5 us dollars,14
what is the exchange to yen if i have 100 us dollars,14
how many us dollars can i get for 20 euros,14
can you tell me today's rate for cad to usd,14
how much cad can i get with my one usd,14
is the dollar strong against the yen today,14
tell me the exchange rate of dollars to yen,14
what is one dollar worth in mexico,14
i need to know the conversion for dollars to pesos,14
can you tell me dollars to franks,14
i would like to know the usd to aud conversion rate,14
i need to know the dollar to peso conversion,14
us dollars to uk,14
exchange rate between mexico and us,14
how many dollars is one mexican peso,14
dollar to pesos exchange rate,14
exchange rate to go from dollar to yen,14
us and mexico exchange rate,14
what is 2 francs in euros,14
what's 10 pounds in dollars,14
what is 56 dollars in yen,14
what's 11 yen in pounds,14
what's 10 euros in dollars,14
how many swedish kroner do i get for a dollar,14
how much is 10 us dollars in canadian dollars,14
what is 50 dollars in euros,14
what is the exchange rate for canadian dollars to us dollars,14
what is the current exchange rate for the dollar and the yen,14
"if i have 10 us dollars, how many pounds sterling is that",14
"if i have 20,000 yen, how much is that in usd",14
what's 50 euro in dollars,14
how much is the euro in dollars,14
what is the current exchange rate of yen to lira,14
convert krugerrands to saudi riyal,14
tell me the currency conversion rate from kurus to euros,14
i need the exchange rate between pounds and us dollars,14
what is the exchange rate between rubles and us dollars,14
how many dollars can i exchange for 200 pounds,14
how many euros can i exchange for 200 yen,14
how many canadian dollars can i exchange for 200 yen,14
how many dollars can i exchange for 200 yen,14
how many dollars can i exchange for 200 euros,14
what is the yen worth in terms of the peso,14
how high is my credit limit for my old navy card,15
how high is my credit limit for my target card,15
what is the credit limit for my usaa card,15
how high is my credit limit for my childrens place card,15
how high is my credit limit for my walmart card,15
what is the credit limit for my bank of the west card,15
what is the credit limit for my chase card,15
how high is my credit limit for my navy federal card,15
what is the credit limit for my navy federal card,15
what is the credit limit for my bank of america card,15
what's my current spending limit,15
credit limit,15
what's the credit limit on my account,15
could you share what my current credit limit is,15
what's my current credit limit,15
what is the spending limit i have,15
what is the max on my credit limit,15
what is the limit on my credit,15
i need to know my spending limit on my visa,15
whats the max i can spend on my visa,15
how much can i max out on my visa,15
what's my visa limit,15
how much to i have left on my visa card limit,15
can you tell me the limit i currently have on my barclay card,15
what is my spending limit on my chase sapphire card,15
"how much can i spend, at most, on my chase freedom",15
what is the current credit limit i have on my wells fargo mastercard,15
how much am i allowed to spend on my discover card,15
what is my amex credit limit,15
tell me the credit on my mastercard,15
tell me the limit for credit on my mastercard,15
look up the credit limit for my visa,15
i need know my credit limit on my american express card,15
how can i check my credit card limit,15
what is my credit limit looking like,15
where can i go to find out my credit limit,15
what's the credit limit on my visa,15
tell me the limit on my discover card,15
what is the credit limit on my discover card,15
what's the limit on my american express card,15
tell me my visa's credit limit,15
what is my credit limit,15
how much is my credit limit,15
can you tell me my credit limit,15
the credit limit on my account is how much,15
what's my limit on my visa card,15
what's my visa card's credit limit,15
how much can i spend on my visa card,15
what's my visa card's limit,15
what's the credit limit on my visa card,15
will you tell me my spending limit,15
will you let me know what my spending limit is,15
would you tell me my spending limit,15
can you tell me my spending limit,15
tel me the credit limit for my credit card,15
i wanna know the limit on my credit card,15
please tell me my spending limit,15
tell me the credit limit on my mastercard,15
i would love to know my spending limit,15
i wish to know my credit limit for my credit card,15
let me know the credit limit for my credit card,15
how high is my balance on my discovery card,15
can you find my credit limit on my mastercard,15
what's my current limit on my mastercard,15
what's my current limit on my visa,15
what's the credit limit on my discovery card,15
what's my credit limit on my visa,15
how high of a credit limit do i have on my amex card,15
what can i put on my bank of america card,15
what's my limit on my amex card,15
please check my credit limit on my visa,15
report my credit limit,15
what credit limit do i have,15
how is that credit limit,15
how is my credit limit,15
what is my credit limit at,15
credit limit info,15
what is the credit limit,15
i want to know my spending limit,15
what is the max credit limit for my card,15
can you let me know what my credit limit is for my visa card,15
tell me the visa card credit limit,15
what is my visa card limit,15
do you know my credit limit for the visa card,15
i need to know what the visa card credit limit is,15
how high is my credit limit for my chase card,15
how high is my credit limit for my wells fargo card,15
how high is my credit limit for my american express card,15
how high is my credit limit for my citigroup card,15
how high is my credit limit for my bank of america card,15
what is my spending limit on my mastercard,15
how much it the credit limit on my visa card,15
what is the credit limit on my visa,15
what is my limit on my visa card,15
what is the spending limit on my visa,15
how much can i charge on my visa,15
how much can i spend wth my visa,15
can i please know the credit limit for my citibank card,15
please let me know the credit limit on my citibank card,15
i would like to know the credit limit for my citibank card,15
why is there a hold on my american saving bank account,16
i am nost sure why my account is blocked,16
why is there a hold on my capital one checking account,16
i think my account is blocked but i do not know the reason,16
can you tell me why is my bank account frozen,16
why is there a hold on my edward jones account,16
why am i locked out of my bank account,16
why in the world am i locked out of my bank account,16
what is the reason for frozen status on my bank account,16
check for why is my bank account frozen,16
i don't know the reason my account is blocked,16
find out for me why is my bank account frozen,16
can you find out why is my bank account frozen,16
why is there a hold on my discover account,16
tell me why am i locked out of my bank account,16
what is the reason i am locked out of my bank account,16
why is my account blocked,16
find out the reason why am i locked out of my bank account,16
i think my account is block but i am not sure why,16
why is there a hold on my charles swab account,16
my chase account has a hold why,16
what's the reason for a hold on my wells fargo account,16
can you find the reason for the block on my account,16
"there's a hold on my chase account, but why",16
tell me the reason there is a hold or block on my account,16
why does my credit union account have a hold on it,16
figure out why there is a block on my account please,16
why am i seeing a hold on my boa account,16
"my account has been blocked, but i have no idea why",16
why is there a block on my account,16
can you please unlock my bank account,16
please let me into my bank account,16
why cannot i take any money out from my bank account,16
what was the reason my bank account was frozen,16
who froze my bank account,16
who can i talk to right away about the current freeze on my account,16
my checking account has a hold on it and i need to know why,16
why is my bank account stopping all transactions from going through,16
i need to know why my bank account is blocking all of activity,16
can you find out what triggered a hold on my bank account,16
can i talk to someone about why there is a hold on my checking account,16
what caused a freeze to be put on my bank account,16
"my account has a hold on it and i can't access my funds, why",16
is there a reason that my bank account has a freeze on it,16
what would cause my bank account to be frozen,16
do you know why i can't log into my bank account,16
why can't i get into my account,16
did i do something to get my bank account frozen,16
was my bank account frozen for a specific reason,16
why are the funds in my bank account frozen,16
what would cause me to be locked out of my bank account,16
why am i unable to access my bank account,16
why is my bank account frozen,16
why would i have been locked out of my own account,16
can you explain to me why my bank account might be frozen,16
i am very confused about why or how my bank would lock me out of my account,16
why would the bank have frozen my account,16
do you know why the bank put a hold on my joint checking account,16
i don't understand why there is a hold on my retirement fund account,16
can you explain why there is a hold on my savings account,16
what's the deal with my bank account being locked,16
what reason could the bank have had for blocking my account,16
why would a hold have been placed on my checking account,16
why on earth would a block have been placed on my account,16
i'm confused about the reason for my bank account being frozen,16
i don't understand why i have been barred from accessing my own account,16
i don't understand why my bank account is frozen right now,16
how come i am being denied access to my bank account,16
do you know why my account appears to be blocked,16
i am confused because my account seems to have been blocked for no reason,16
i am very confused about the block that seems to have been placed on my account why is it there,16
how is it possible that my account has been frozen,16
how come a hold was placed on my 401k account,16
"could you please tell me, my wells fargo account, is there a hold and why",16
"i am unable to complete my order, why could there be a hold on my wells fargo account",16
"was a hold placed on my wells fargo account, and if so why",16
"in regards to my wells fargo account, why is there a hold",16
why was a hold placed on my wells fargo account,16
call my bank customer service number,16
why is my account locked,16
what's with the block on my bank account,16
why did my bank account freeze,16
why'd they put a freeze on my bank account,16
why is my bank account blocking me,16
why can't i access my bank account,16
i think my account is blocked,16
for what reason is my account blocked,16
can you tell me why there's a hold on my mutualone account,16
why don't i have access to my bank account,16
why isn't it letting me into my bank account,16
my capital one account has a hold; why,16
why does my visa account have a hold on it,16
why am i seeing a hold on my charles schwab account,16
tell me about the hold on my chase account,16
can you tell me why my bank account is frozen,16
do you know why my account is blocked,16
"help, my account is blocked",16
"help me please, my account is blocked",16
help me unblock my account,16
"my account is blocked, help me figure out why",16
i'm afraid this charge on my account is fraud,17
i think there's fraud on my account,17
i think i have fraud on my account from walmart,17
there's been some fraudulent activity on my card,17
i'm pretty sure this charge from sam's club is fraudulent,17
i'm pretty sure this charge is fraudulent,17
i need to report some fraudulent card activity,17
there are some questionable charges on my card,17
i think there's a fraudulent transaction on my account,17
there's a shady charge from comcast on my account,17
my account has a fraudulent transaction i think,17
can you help me with some fraudulent charges on my card,17
i think i've been the victim of fraud,17
i'd like to report a fraudulent charge from people's natural gas,17
this costco charge looks fraudulent,17
there's fraudulent transaction going on,17
i may have a fraudulent transaction,17
i suspect some suspicious activity,17
there seems to be fraudulent activity,17
i suspect fraudulent transaction,17
i need to report fraudulent activity on my card,17
i'm reporting fraudelent activity on my card,17
there has been fraudulent activity on my card and i need to report it,17
i need to make a report due to fraudulent activity on my card,17
due to fraudulent activity on my card i need to make a report,17
how do i report a fraudulent charge on my visa,17
how do i report fraud on my discover card,17
how do i let visa know about a charge i didn't make,17
help me tell visa about fraud on my account,17
how do i tell mastercard about a fraudulent charge,17
i have activity on my bank of america card i don't recognize,17
i think a thief used my card,17
i have suspicious charges on my discovery card,17
i believe there's fraud on my card,17
i need to report fraudulent activity on my mastercard,17
i think someone's using my visa card without my permission,17
i have transactions on my card that aren't mine,17
my card has purchases i don't recognize,17
someone misused my card and put fraudulent transactions on it,17
i have charges on my amex card i didn't make,17
"""disable my card account and contact company to report fraudulent activty",17
"""i need to report fraudulent activity to my card company",17
"""please contact my credit card company to report fraudulent activity on",17
it looks like someone made an unauthorized amazon purchase on my account,17
i think my chase account has been compromised and fraud committed,17
i may have had fraud committed on my account,17
i'm thinking someone may have used my card in a fraudulent way,17
there is a fraudulent charge for paypal on my bank account,17
i think the charge for uber on my account is fraudulent,17
looks like someone made an unauthorized charge to nike on my account,17
i think someone stole my card and used it,17
i think someone made an illegal charge to my card,17
my account is showing a charge to venmo that i did not make,17
i gotta report fraudulent activity on my credit card,17
so i made a fraudulent transaction,17
i have a fraudulent transaction from wal mart on my account right now,17
turns out i made a fraudulent transaction,17
report fraudulent activity on my debit card,17
i made a fraudulent transaction,17
i have a fraudulent transaction from wal mart showing on my account,17
i think i made a fraudulent transaction,17
i have a fraudulent transaction from wal mart on my account,17
i must report fraudulent activity on my debit,17
i have a fraudulent transaction from red robin on my account,17
report fraudulent activity on my credit card now,17
i have a fraudulent transaction from fry's on my account,17
i got to report fraudulent activity on my credit card,17
i'm afraid there is a false transaction on my account,17
i have detected fraudulent activity on my account,17
i see a fraudulent transaction from netflix on my account,17
i spotted a fraudulent transaction from microsoft on my account,17
i see a suspicious transaction in my account history,17
it seems someone conducted a fraudulent transaction on my account,17
i need help investigating a suspicious transaction,17
i need to report a fraudulent transaction from postmates on my account,17
help me figure out where this fraudulent transaction from google came from on my account,17
can you help me deal with this fraudulent transaction from verizon on my account,17
i believe there are fraudulent charges on my card how can i report them,17
i didn't make these purchases on my card; these are fraudulent charges i need to report them,17
how can i report fraudulent charges on my card,17
it seems that there's fraudulent activity on my card i'd like to file a report,17
